,Text
37,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Torta della nonna ### Output:{'ingredients': ""['Farina 00', 'Burro', 'Zucchero', 'Uova', 'Scorza di limone', 'Latte intero', 'Zucchero', 'Farina 00', 'Tuorli', 'Scorza di limone', 'Pinoli', 'Albumi', 'Zucchero a velo']"", 'description': '""Torta della nonna"" is a classic Italian custard tart featuring a rich, buttery crust and a luscious filling made with eggs, sugar, lemon zest, and milk. The dessert is adorned with pine nuts and finished with a dusting of powdered sugar.', 'allergen': ""['Egg', 'Latte', 'Nuts']"", 'Additional_information': ""['Spicy', 'Gluten free', 'Vegetarian']""}"
38,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pandoro ### Output:{'ingredients': '[\'Farina 00\', \'Acqua\', \'Lievito di birra fresco\', \'Biga\', \'Farina 00\', \'Zucchero\', \'Uova\', \'Lievito di birra fresco\', \'Miele di acacia\', \'Baccello di vaniglia\', \'Scorza di limone\', ""Scorza d\'arancia"", \'Farina 00\', \'Zucchero\', \'Acqua\', \'Uova\', \'Tuorli\', \'Burro\', \'Sale fino\', \'Burro\', \'Farina 00\', \'Zucchero a velo\']', 'description': '""Pandoro"" is a Italian sweet bread, made with a mixture of fine flour, water, fresh brewer\'s yeast, sourdough, sugar, eggs, more fresh brewer\'s yeast, acacia honey, vanilla beans, lemon and orange zest. It also includes additional ingredients such as more fine flour, sugar, water, eggs, yolks, butter, salt, and more flour, sugar, and butter for finishing.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell']"", 'Additional_information': '[]'}"
39,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pizzoccheri alla valtellinese ### Output:{'ingredients': ""['Farina di grano saraceno', 'Farina 0', 'Acqua', 'Burro', 'Formaggio latteria', 'Grana Padano DOP', 'Patate', 'Aglio', 'Verza', 'Sale marino integrale']"", 'description': '""Pizzoccheri alla valtellinese"" is a dish made from a type of buckwheat flour called ""Farina di grano saraceno"" and wheat flour ""Farina 0"", combined with water. The pasta is typically served with butter, local cheese ""Formaggio latteria"", Grana Padano DOP, potatoes, garlic, sautéed cabbage, and salt.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
40,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Gateau di patate ### Output:{'ingredients': '[\'Patate\', \'Fiordilatte\', \'Salame napoletano\', \'Prosciutto cotto\', \'Parmigiano Reggiano DOP\', \'Uova\', ""Olio extravergine d\'oliva"", \'Pepe nero\', \'Sale fino\', ""Olio extravergine d\'oliva"", \'Pangrattato\', \'Parmigiano Reggiano DOP\']', 'description': '""Gateau di Patate"" is a delectable dish that features a luxurious layering of thinly sliced potatoes, creamy fiordilatte, savory salame napoletano, and tender cooked ham. The dish is further enriched with the addition of premium Parmigiano Reggiano DOP, eggs, and fine salt, all bound together with the finest extra virgin olive oil. A dash of freshly ground black pepper, a sprinkle of breadcrumbs, and a final gratification of Parmigiano Reggiano DOP provide the perfect finishing touches to this exquisite masterpiece.', 'allergen': ""['Egg', 'Latte', 'Nuts', 'Sulfur dioxide and sulphites']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
41,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Spaghetti Cacio e Pepe ### Output:{'ingredients': ""['Spaghetti', 'Pepe nero', 'Pecorino romano', 'Sale fino']"", 'description': '""Spaghetti Cacio e Pepe"" is a classic Italian pasta dish featuring spaghetti tossed in a creamy and peppery sauce made from a combination of pecorino romano cheese and freshly ground black pepper (pepe nero), all seasoned with fine salt (sale fino).', 'allergen': ""['Cereals']"", 'Additional_information': ""['Vegetarian']""}"
42,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Parmigiana di melanzane ### Output:{'ingredients': '[\'Melanzane ovali nere\', \'Passata di pomodoro\', \'Fiordilatte\', \'Parmigiano Reggiano DOP\', \'Cipolle dorate\', \'Basilico\', ""Olio extravergine d\'oliva"", \'Pepe nero\', \'Sale fino\', \'Olio di semi di arachide\']', 'description': '""Parmigiana di melanzane"" is a traditional Italian dish made with oval-shaped black eggplants, tangy tomato passata, creamy fiordilatte cheese, and sharp Parmigiano Reggiano. It also features golden onions, fragrant basil, and fine salt, all brought together with the fruity taste of extra virgin olive oil and a touch of peanut oil. The result is a rich, savory experience that is both hearty and bursting with flavor.', 'allergen': ""['Egg', 'Peanuts', 'Latte', 'Nuts']"", 'Additional_information': ""['Vegetarian']""}"
43,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Insalata tiepida di polpo e patate ### Output:{'ingredients': '[\'Polpo\', \'Patate\', \'Alloro\', \'Prezzemolo\', \'Pepe nero\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Succo di limone\']', 'description': 'This dish, named ""Warm Octopus and Potato Salad,"" features octopus and potatoes gently combined with bay leaves, parsley, black pepper, extra virgin olive oil, and a light touch of salt and lemon juice.', 'allergen': ""['Crustaceans', 'Fish', 'Sulfur dioxide and sulphites', 'Shell']"", 'Additional_information': ""['Vegan', 'Gluten free']""}"
44,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Risotto allo Zafferano ### Output:{'ingredients': ""['Zafferano in pistilli', 'Riso Carnaroli', 'Burro', 'Cipolle', 'Grana Padano DOP', 'Vino bianco', 'Acqua', 'Brodo vegetale', 'Sale fino', 'Zafferano in pistilli']"", 'description': 'Risotto allo Zafferano is a classic Italian dish made with Carnaroli rice, saffron threads, butter, onions, Grana Padano DOP cheese, white wine, water, vegetable broth, and fine salt. The saffron threads, known as ""Zafferano in pistilli,"" are used to give the dish its distinctive yellow color and distinctive aroma.', 'allergen': ""['Cereals', 'Egg', 'Latte', 'Sulfur dioxide and sulphites']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
45,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Banana bread ### Output:{'ingredients': ""['Banane', 'Farina 00', 'Burro', 'Zucchero', 'Uova', 'Cannella in polvere', 'Lievito in polvere per dolci', 'Bicarbonato', 'Succo di limone', 'Sale fino']"", 'description': 'This dish, known as Banana Bread, is a delightful baked good made primarily from ripe bananas and fine flour (Farina 00). It is sweetened with sugar and enriched with butter and eggs. The addition of powdered cinnamon and baking powder, along with a hint of baking soda and lemon juice, results in a moist and flavorful treat. A pinch of fine salt brings out the sweetness of the other ingredients.', 'allergen': ""['Cereals', 'Egg', 'Latte']"", 'Additional_information': ""['Vegetarian']""}"
46,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Panettone ### Output:{'ingredients': ""['Farina Manitoba', 'Lievito madre', 'Acqua', 'Burro', 'Zucchero', 'Malto', 'Tuorli', 'Farina Manitoba', 'Zucchero', 'Burro', 'Tuorli', 'Uvetta', 'Sale fino', 'Baccello di vaniglia', 'Miele di acacia', 'Cedro candito', 'Arancia candita', 'Pasta di arance', 'Pasta di mandarini', 'Pasta di limoni', 'Burro', 'Mandarini', 'Zucchero']"", 'description': '""Panettone"" is a traditional Italian sweet bread made with a combination of ""Farina Manitoba"" (Manitoba flour), ""Lievito madre"" (mother yeast), and water, enriched with butter, sugar, and egg yolks. The dough is typically flavored with malt and honey, and may include ingredients such as raisins, fine salt, vanilla beans, and candied citrus peel. Additional enrichments can come from the inclusion of various fruit pastes, as well as extra butter and sugar.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Spicy', 'Vegan']""}"
47,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Danubio salato ### Output:{'ingredients': '[\'Latte intero\', \'Farina Manitoba\', ""Olio extravergine d\'oliva"", \'Zucchero\', \'Uova\', \'Sale fino\', \'Lievito di birra fresco\', \'Prosciutto cotto\', \'Scamorza (provola)\', \'Latte intero\', \'Tuorli\']', 'description': '""Danubio salato"" is a savory bread dish that typically includes ingredients such as whole milk, Manitoba flour, extra virgin olive oil, sugar, eggs, fine salt, fresh yeast, cooked ham, scamorza (a type of Italian cheese similar to provola), and egg yolks. The dish is known for its distinctive shape, which is often formed by layering and folding the dough and fillings in a particular way before baking.', 'allergen': ""['Egg', 'Latte']"", 'Additional_information': ""['Vegetarian']""}"
48,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Arancini di riso ### Output:{'ingredients': '[\'Zafferano\', \'Burro\', \'Riso vialone nano\', \'Sale fino\', \'Acqua\', \'Caciocavallo\', \'Sale fino\', \'Pepe nero\', \'Cipolle\', \'Burro\', \'Maiale\', ""Olio extravergine d\'oliva"", \'Passata di pomodoro\', \'Pisellini\', \'Caciocavallo\', \'Vino rosso\', \'Prosciutto cotto\', \'Mozzarella\', \'Farina 00\', \'Sale fino\', \'Acqua\', \'Pangrattato\', \'Olio di semi\']', 'description': 'Arancini di riso are delicious rice balls that typically feature saffron-infused vialone nano rice, enriched with butter and various cheeses like caciocavallo and mozzarella. Often seasoned with fine salt, pepper, and onions sautéed in olive oil, they may also include a savory meat filling made with pork, prosciutto cotto, and tomato passata. The rice mixture is carefully formed into balls, coated with a mixture of flour, water, and pangrattato, then deep-fried until golden brown.', 'allergen': ""['Cereals', 'Crustaceans', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Spicy', 'Vegan', 'Gluten free', 'Vegetarian']""}"
49,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Biscotti alla cannella ### Output:{'ingredients': ""['Burro', 'Farina 00', 'Zucchero', 'Uova', 'Cannella in polvere', 'Miele millefiori', 'Sale fino']"", 'description': '""Biscotti alla cannella"" are a type of Italian cookie that feature a delightful combination of butter, fine flour, sugar, eggs, and powdered cinnamon, enhanced with the richness of acacia honey and a touch of fine salt.', 'allergen': ""['Cereals', 'Egg', 'Sesame seeds']"", 'Additional_information': ""['Spicy', 'Vegan', 'Vegetarian']""}"
50,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Polpettine di tonno e ricotta ### Output:{'ingredients': '[""Tonno sott\'olio"", \'Ricotta vaccina\', \'Acciughe (alici)\', \'Capperi sotto sale\', \'Pangrattato\', \'Prezzemolo\', \'Uova\', \'Parmigiano Reggiano DOP\', \'Sale fino\', \'Pepe nero\', \'Pangrattato\', \'Olio di semi di arachide\']', 'description': 'This dish, called ""Polpettine di tonno e ricotta,"" features delicious and savory tuna meat preserved in oil, combined with creamy cow\'s milk ricotta. The recipe also includes anchovies, capers preserved in salt, fresh parsley, eggs, and Parmigiano Reggiano DOP cheese, all combined with breadcrumbs, fine salt, and freshly ground black pepper. These ingredients are mixed together and shaped into delightful, bite-sized meatballs.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
51,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Crema di zucca ### Output:{'ingredients': '[\'Zucca\', \'Patate\', \'Brodo vegetale\', \'Cipolle bianche\', \'Pepe nero\', \'Sale\', ""Olio extravergine d\'oliva"", \'Cannella in polvere\', \'Noce moscata\', ""Olio extravergine d\'oliva"", \'Pane casereccio\']', 'description': '""Crema di Zucca"" is a creamy soup made from pumpkin and potatoes, simmered in vegetable broth and sautéed white onions. It is seasoned with black pepper, salt, and a blend of aromatic spices including cinnamon and nutmeg. The soup is finished with a drizzle of extra virgin olive oil and served with freshly toasted homemade bread.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
