,Text
29,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The couples', 'Personas': {'Age': '18-65', 'Interests': 'Partner, Officially engaged, in a relationship, open relationship, married, civil union'}} ### Output:🌹 San Valentino a Casa del Presidente 🌹

Il giorno più romantico dell'anno si avvicina e noi del locale A Casa del Presidente siamo pronti a rendere il vostro San Valentino indimenticabile.

✨Cena a lume di candela e Piano Bar, Animazione per Adulti e Bambini a cura dei TodaGioia

✨Prenotazioni entro il 12 Febbraio 

📍  A casa del Presidente
📆 14 febbraio 2024, h 20.30
📞 Per info e prenotazioni 347 784 7312"
30,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Offsite', 'Personas': {'Age': '18-65', 'DemographicData': 'Far from family, far from the city of origin'}} ### Output:Cenone di Capodanno A Casa del Presidente! 🎉

In questa serata unica, ci accompagnerà fino all'arrivo del nuovo anno la straordinaria Nancy Coppola, che renderà l'atmosfera ancora più magica 🌟

Assicurati il tuo tavolo ora e unisciti a noi per una serata spettacolare! 🍾

Menù per i piccoli a 25 euro 🎈

In caso di intolleranze alimentari comunicare all'atto della prenotazione

🎉 31 Dicembre 2023 
🗓 Si accettano prenotazioni entro il 27 Dicembre 
📞 Per tutte le info e prenotazioni, chiama al 347 784 7312 
📍 A casa del Presidente, Via Francesco Pironti 2, Misciano di Montoro

Ti aspettiamo con brindisi e sorrisi! 🥂😊"
31,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:Cenone di Capodanno A Casa del Presidente! 🎉

In questa serata unica, ci accompagnerà fino all'arrivo del nuovo anno la straordinaria Nancy Coppola, che renderà l'atmosfera ancora più magica 🌟

Assicurati il tuo tavolo ora e unisciti a noi per una serata spettacolare! 🍾

Menù per i piccoli a 25 euro 🎈

In caso di intolleranze alimentari comunicare all'atto della prenotazione

🎉 31 Dicembre 2023 
🗓 Si accettano prenotazioni entro il 27 Dicembre 
📞 Per tutte le info e prenotazioni, chiama al 347 784 7312 
📍 A casa del Presidente, Via Francesco Pironti 2, Misciano di Montoro

Ti aspettiamo con brindisi e sorrisi! 🥂😊"
32,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'I Single', 'Personas': {'Age': '18-65', 'DemographicData': 'Divorced, Single, Separated, Widowed'}} ### Output:🌟Domenica si balla latino americano!🌟

Domenica da coma? 🤔 Unisciti a noi per un'esplosione di balli latino-americani! 🎊

🕺 Divertiti sulle note del DJ Noel Bisogno! 🎵

🍽 Gusta un delizioso pranzo e vivi un'esperienza indimenticabile! 🎉

🕛 Ti aspettiamo a partire dalle 12 del mattino 🕛

✨ Menù fisso a 20 euro ✨

📅 Data: Domenica 22 Ottobre
🏡 Luogo: Casa del Presidente
📞 Prenotazioni: 347 784 7312, 389 437 5316

Non mancare! 💃🕺🥳"
33,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:🌟Domenica si balla latino americano!🌟

Domenica da coma? 🤔 Unisciti a noi per un'esplosione di balli latino-americani! 🎊

🕺 Divertiti sulle note del DJ Noel Bisogno! 🎵

🍽 Gusta un delizioso pranzo e vivi un'esperienza indimenticabile! 🎉

🕛 Ti aspettiamo a partire dalle 12 del mattino 🕛

✨ Menù fisso a 20 euro ✨

📅 Data: Domenica 22 Ottobre
🏡 Luogo: Casa del Presidente
📞 Prenotazioni: 347 784 7312, 389 437 5316

Non mancare! 💃🕺🥳"
34,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:🌟Domenica si balla latino americano!🌟

Domenica da coma? 🤔 Unisciti a noi per un'esplosione di balli latino-americani! 🎊

🕺 Divertiti sulle note del DJ Noel Bisogno! 🎵

🍽 Gusta un delizioso pranzo e vivi un'esperienza indimenticabile! 🎉

🕛 Ti aspettiamo a partire dalle 12 del mattino 🕛

✨ Menù fisso a 20 euro ✨

📅 Data: Domenica 22 Ottobre
🏡 Luogo: Casa del Presidente
📞 Prenotazioni: 347 784 7312, 389 437 5316

Non mancare! 💃🕺🥳"
35,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Offsite', 'Personas': {'Age': '18-65', 'DemographicData': 'Far from family, far from the city of origin'}} ### Output:🍽 Preparati a deliziare il tuo palato con il nostro straordinario Menù di Capodanno, un'esplosione di sapori pensata per rendere indimenticabile la Notte di Santo Stefano! 🌟

Prenota ora e unisciti a noi per un Capodanno indimenticabile all'insegna della gastronomia raffinata e delle emozioni culinarie✨

È gradita la prenotazione entro il 27 Dicembre 🎊

📍Via Madonna del Campo Cave, Italy 
📞 Contattaci al 06 950 7756 
💬 Prenota anche tramite WhatsApp"
36,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:🍷// NUOVA APERTURA //🍷 
 
Presto in arrivo nel cuore di Empoli un locale tutto da vivere. 
Il 6 ottobre ti aspetta il party di inaugurazione targato N.O.W Vini Naturali & Tapas. 
Troverai un ambiente esclusivo dove vivere momenti indimenticabili. 
Non vediamo l'ora di condividere con voi questa emozionante avventura 🎉 
 
Only Good Vibes😎 
 
 
🗓 6 Ottobre 2023 
📍 Piazza Oreste Ristori, 20 (FI) 
☎️ 327 0538857 
 
#NOW #vininaturali #tapas #nuovaapertura #Empoli #goodvibes"
37,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Vegan', 'Personas': {'Age': '18-65', 'Interests': 'Veganism'}} ### Output:⭐️ È tempo di immergersi in un'esperienza culinaria unica al sapore di mare! 🌊

Partecipa anche tu Venerdì 10 Novembre alla nostra SERATA CRUDITÉ , una deliziosa esperienza culinaria ti aspetta! 😋

🎶 La serata sarà accompagnata dal nostro Dj Set Mauro Cesarone 🎉

Menù fisso a 50 euro a persona, bevande escluse 🍽️

Lasciati travolgere da un’ondata di profumo, sapore e sano divertimento.

Prenota Subito 🥂⭐️

🗓️ Venerdì 10 Novembre
📍 Via Trapani 1, San Giovanni Teatino (CH)
📞 329 8691939 / 0854 464864

È gradita la prenotazione 😊

 #SerataCrudité#CenaDiMare #DJSet #VenerdìSera #Divertimento"
38,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:⭐️ È tempo di immergersi in un'esperienza culinaria unica al sapore di mare! 🌊

Partecipa anche tu Venerdì 10 Novembre alla nostra SERATA CRUDITÉ , una deliziosa esperienza culinaria ti aspetta! 😋

🎶 La serata sarà accompagnata dal nostro Dj Set Mauro Cesarone 🎉

Menù fisso a 50 euro a persona, bevande escluse 🍽️

Lasciati travolgere da un’ondata di profumo, sapore e sano divertimento.

Prenota Subito 🥂⭐️

🗓️ Venerdì 10 Novembre
📍 Via Trapani 1, San Giovanni Teatino (CH)
📞 329 8691939 / 0854 464864

È gradita la prenotazione 😊

 #SerataCrudité#CenaDiMare #DJSet #VenerdìSera #Divertimento"
39,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:⭐️ È tempo di immergersi in un'esperienza culinaria unica al sapore di mare! 🌊

Partecipa anche tu Venerdì 10 Novembre alla nostra SERATA CRUDITÉ , una deliziosa esperienza culinaria ti aspetta! 😋

🎶 La serata sarà accompagnata dal nostro Dj Set Mauro Cesarone 🎉

Menù fisso a 50 euro a persona, bevande escluse 🍽️

Lasciati travolgere da un’ondata di profumo, sapore e sano divertimento.

Prenota Subito 🥂⭐️

🗓️ Venerdì 10 Novembre
📍 Via Trapani 1, San Giovanni Teatino (CH)
📞 329 8691939 / 0854 464864

È gradita la prenotazione 😊

 #SerataCrudité#CenaDiMare #DJSet #VenerdìSera #Divertimento"
